name,category,address,city,state,postcode,phone,email,facebook,osm_type,osm_id,osm_url,latitude,longitude,source_region,confidence_score,no_website_signal
Unique Threading and Spa,shop:beauty,483 Elmwood Avenue,Buffalo,NY,14222,+17169861481,,,node,9494708449,https://www.openstreetmap.org/node/9494708449,42.91022,-78.8769395,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
University Pediatric Dentistry,amenity:dentist,2900 Niagara Falls Boulevard,Amherst,NY,14228,+1 716 694 7224,,,way,972376155,https://www.openstreetmap.org/way/972376155,43.0333878,-78.8230911,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Unlimited Souvenirs & Apparel,shop:gift,16 Rainbow Boulevard,Niagara Falls,NY,14303,+1-716-524-2222,,,way,393280358,https://www.openstreetmap.org/way/393280358,43.0847243,-79.062274,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Urban Touch,shop:clothes,284 West Ferry Street,Buffalo,NY,14213,+1-716-768-4001,,,way,331151775,https://www.openstreetmap.org/way/331151775,42.9154642,-78.8910964,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Valero,shop:convenience,2220 Niagara Falls Boulevard,Tonawanda,NY,14150,+1 716 692 5066,,,way,986735133,https://www.openstreetmap.org/way/986735133,43.0146854,-78.8228282,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Vape 716,shop:e-cigarette,3500 Main Street Unit 720,Amherst,NY,14226,+17169393211,,,node,9298393325,https://www.openstreetmap.org/node/9298393325,42.9586404,-78.8168508,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Varsity Theatre,amenity:theatre,3165 Bailey Avenue,Buffalo,NY,14215,+17163327277,,,node,9415016834,https://www.openstreetmap.org/node/9415016834,42.9409427,-78.8134682,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Verizon,shop:mobile_phone,1908 West Ridge Road,Rochester,NY,14615,+1-585-453-9950,,,node,8786038348,https://www.openstreetmap.org/node/8786038348,43.2075489,-77.6781709,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Verizon Authorized Retailer - Russell Cellular,shop:mobile_phone,3600 Delaware Avenue,Buffalo,NY,14217,+1 716 423 2180,,,node,8510960914,https://www.openstreetmap.org/node/8510960914,42.9826564,-78.8729833,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Village Restaurant,amenity:restaurant,13 Genesee Street,Avon,NY,14414,+1-585-226-6333,,,node,3234370470,https://www.openstreetmap.org/node/3234370470,42.9119158,-77.7463862,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Virgil Avenue Tobacconist,shop:tobacco,6 Virgil Avenue,Buffalo,NY,14216,+17168736461,,,node,9291500982,https://www.openstreetmap.org/node/9291500982,42.9480677,-78.8647027,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Visionary Baths & More,shop:bathroom_furnishing,5605 Harris Hill Road,Buffalo,NY,14221,+1-716-741-4131,,,way,559319550,https://www.openstreetmap.org/way/559319550,42.9971015,-78.6764865,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Wegmans Bakery,shop:bakery,5275 Sheridan Drive,Williamsville,NY,14221,+1-716-631-4305,,,node,8343431035,https://www.openstreetmap.org/node/8343431035,42.9766822,-78.7372706,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Wegmans Pizza,amenity:fast_food,5275 Sheridan Drive,Williamsville,NY,14221,+1-716-631-4315,,,node,8343431033,https://www.openstreetmap.org/node/8343431033,42.9768376,-78.7370681,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
WellNow Urgent Care,amenity:clinic,1751 Sheridan Drive,Buffalo,NY,14223,+1 716 541 0234,,,node,9581633162,https://www.openstreetmap.org/node/9581633162,42.9802439,-78.8694552,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
West Herr Ford Lincoln of Amherst,shop:car,2600 Millersport Highway,Getzville,NY,14068,+1 716 810 1319,,,way,949763850,https://www.openstreetmap.org/way/949763850,43.0184213,-78.766788,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
West Herr Ford Lincoln Service Department,shop:car_repair,10 Campbell Boulevard,Buffalo,NY,14228,+1 716 616 3143,,,way,639156640,https://www.openstreetmap.org/way/639156640,43.0169212,-78.7689666,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
White Dog Vintage,shop:antiques,1241 Hertel Avenue,Buffalo,NY,14216,+1-716-551-6151,,,node,9294899345,https://www.openstreetmap.org/node/9294899345,42.9476129,-78.8622574,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Whitehaven Self Storage,shop:storage_rental,2549 Whitehaven Road,Grand Island,NY,14072,+1-716-773-7777,,,way,1217693455,https://www.openstreetmap.org/way/1217693455,43.0219537,-78.9863407,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Willard & Associates,office:tax_advisor,3800 Harlem Road,Buffalo,NY,14215,+1-716-247-5288,,,way,637057742,https://www.openstreetmap.org/way/637057742,42.947403,-78.7843894,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Willow Ridge Auto & Electric,shop:car_repair,2280 Niagara Falls Boulevard,Tonawanda,NY,14150,+1 716 694 7542,,,way,986735125,https://www.openstreetmap.org/way/986735125,43.0165537,-78.8226955,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Wine World,shop:wine,3158 Niagara Falls Boulevard,Amherst,NY,14228,+1 716 691 3396,,,node,8977716032,https://www.openstreetmap.org/node/8977716032,43.0402405,-78.8248675,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
WNY Pediatric Gastroenterology,amenity:doctors,85 Wehrle Drive,Amherst,NY,14225,+1-585-250-4132,,,way,895083389,https://www.openstreetmap.org/way/895083389,42.9493234,-78.7814692,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Xing Wok,amenity:restaurant,3233 Bailey Avenue,Buffalo,NY,14215,+17168371740,,,way,1020802117,https://www.openstreetmap.org/way/1020802117,42.9429092,-78.8133328,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Xpo Nail,shop:beauty,3035 Niagara Falls Boulevard,Buffalo,NY,14228,+1 716 564 3432,,,way,970195991,https://www.openstreetmap.org/way/970195991,43.0379509,-78.8214436,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Young Chow,amenity:fast_food,520 Lee Entrance Unit 302,Erie County,NY,,+1 716-689-6303,,,node,11963934031,https://www.openstreetmap.org/node/11963934031,43.001933,-78.7844704,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Young Fashion,shop:clothes,3096 Bailey Avenue,Buffalo,NY,14215,+17168381733,,,way,1020504155,https://www.openstreetmap.org/way/1020504155,42.9390279,-78.8139355,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Zio's Deli & Heroes,amenity:fast_food,1055 Elmwood Avenue,Buffalo,NY,14222,+1-716-725-6347,,,node,9323390512,https://www.openstreetmap.org/node/9323390512,42.9258988,-78.8768573,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Zion's Hair Salon,shop:hairdresser,3181 Bailey Avenue,Buffalo,NY,14215,+17165882619,,,way,1020793595,https://www.openstreetmap.org/way/1020793595,42.9413816,-78.8133886,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Admissions,office:yes,,Erie County,NY,,+1-716-839-1243,admissions@theparkschool.org,,node,8329398202,https://www.openstreetmap.org/node/8329398202,42.9672961,-78.782,Erie County,75,No website/contact:website/url tag recorded in OpenStreetMap at generation time
O'Lacy's,amenity:pub,5 School Street,Batavia,NY,14020,,,https://www.facebook.com/OLACYSIRISHPUB?_rdr,node,13072502363,https://www.openstreetmap.org/node/13072502363,42.9960629,-78.1827447,Genesee County,75,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Trend Up,shop:clothes,95 Allen Street,Erie County,NY,,,,https://www.facebook.com/TrendUpStore/,node,11959586316,https://www.openstreetmap.org/node/11959586316,42.8995352,-78.8735612,Erie County,75,No website/contact:website/url tag recorded in OpenStreetMap at generation time
189 Burger,amenity:restaurant,189 Main Street,East Aurora,NY,14052,,,,way,1086521447,https://www.openstreetmap.org/way/1086521447,42.7675438,-78.6278149,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
24/7 Laundromat,shop:laundry,3859 Union Road Unit 700,Buffalo,NY,14225,,,,node,10111911363,https://www.openstreetmap.org/node/10111911363,42.9191521,-78.7512443,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
84 Lumber,shop:trade,2286 Military Road,Tonawanda,NY,14150,,,,way,482340435,https://www.openstreetmap.org/way/482340435,42.9996163,-78.882839,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Advent Automotive,shop:car_repair,6146 State Route 96,Farmington,NY,14425,,,,way,826007412,https://www.openstreetmap.org/way/826007412,42.974837,-77.3611095,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Alard Equipment Corporation,office:company,6483 Lake Avenue,Williamson,NY,14589,,,,way,709232086,https://www.openstreetmap.org/way/709232086,43.2343806,-77.1874684,Wayne County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Alice's Red Rose Boutique,shop:gift,183 South Main Street,Ontario County,NY,,,,,node,12752794817,https://www.openstreetmap.org/node/12752794817,42.8851332,-77.2791438,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
American Campus,office:property_management,520 Lee Entrance Unit 116,Erie County,NY,,,,,node,11963934019,https://www.openstreetmap.org/node/11963934019,43.0020889,-78.7852169,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Animal Hospital of Rochester,amenity:veterinary,1150 University Avenue,Rochester,NY,14607,,,,node,11876922160,https://www.openstreetmap.org/node/11876922160,43.15265,-77.5725581,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
AT&T,shop:mobile_phone,3030 Niagara Falls Boulevard Unit 200,Amherst,NY,14228,,,,node,12616267094,https://www.openstreetmap.org/node/12616267094,43.0372359,-78.8239656,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Bagel Land,shop:bakery,1896 Monroe Avenue,Rochester,NY,14618,,,,node,2659290850,https://www.openstreetmap.org/node/2659290850,43.1271602,-77.5648625,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Basil Toyota,shop:car,6157 South Transit Road,Lockport,NY,14094,,,,way,830575776,https://www.openstreetmap.org/way/830575776,43.123641,-78.69476,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Basil Volkswagen of Lockport,shop:car,6179 South Transit Road Unit 1,Lockport,NY,14094,,,,way,830577096,https://www.openstreetmap.org/way/830577096,43.1226265,-78.695683,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Bath & Body Works,shop:cosmetics,1042 Ridge Road,Webster,NY,14580,,,,node,1608814852,https://www.openstreetmap.org/node/1608814852,43.2112066,-77.4526857,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Bee Hive Brew Pub,amenity:restaurant,20 Pleasant Street,Canandaigua,NY,14424,,,,way,243651439,https://www.openstreetmap.org/way/243651439,42.8883998,-77.2787941,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Beerhead Bar & Eatery,amenity:pub,1401 Mount Hope Avenue,Rochester,NY,14620,,,,node,8786038367,https://www.openstreetmap.org/node/8786038367,43.1223654,-77.618923,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Blue Zone,amenity:bar,4200 Genesee Street,Buffalo,NY,14225,,,,node,10249780229,https://www.openstreetmap.org/node/10249780229,42.9337237,-78.7334568,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Bocce Club Pizza,amenity:restaurant,4200 Genesee Street,Buffalo,NY,14225,,,,node,10249780223,https://www.openstreetmap.org/node/10249780223,42.9345587,-78.7314295,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Bombace,shop:wine,Unit 3,Ontario County,NY,,,,,node,1423542386,https://www.openstreetmap.org/node/1423542386,42.9738712,-77.3561237,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Boss Nails,shop:beauty,3382 Sheridan Drive,Buffalo,NY,14226,,,,node,10212548751,https://www.openstreetmap.org/node/10212548751,42.9815549,-78.808567,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Brad Angelo Lanes,leisure:bowling_alley,6300 South Transit Road,Lockport,NY,14094,,,,way,830573210,https://www.openstreetmap.org/way/830573210,43.12289,-78.6976505,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Brantling Ski Slopes,leisure:sports_centre,4015 Fish Farm Road,Sodus,NY,14551,,,,way,910275239,https://www.openstreetmap.org/way/910275239,43.1487901,-77.0672269,Wayne County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Brewed & Bottled Craft Beer Shop,shop:alcohol,402 Center Street,Lewiston,NY,14092,,,,node,6616919790,https://www.openstreetmap.org/node/6616919790,43.1730804,-79.0443178,Niagara County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Brooks Landing Diner,amenity:restaurant,904 Genesee Street,Rochester,NY,14611,,,https://www.facebook.com/people/The-Brooks-Landing-Diner/61554638851924/,node,5473298923,https://www.openstreetmap.org/node/5473298923,43.1322958,-77.6355984,Monroe County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Buffalo Trim,shop:hairdresser,3701 McKinley Parkway,Buffalo,NY,14219,,,,node,8457932729,https://www.openstreetmap.org/node/8457932729,42.7836212,-78.8083044,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
BurgerFi,amenity:fast_food,4200 Genesee Street,Buffalo,NY,14225,,,,node,10249780224,https://www.openstreetmap.org/node/10249780224,42.934598,-78.7313291,Erie County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Carney's Market,shop:supermarket,22 North Main Street,Castile,NY,14427,,,,way,429545770,https://www.openstreetmap.org/way/429545770,42.6329918,-78.0497527,Wyoming County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Center of Concern Food Pantry,office:ngo,Avenue D,Ontario County,NY,,,,,node,12771963801,https://www.openstreetmap.org/node/12771963801,42.8800591,-76.9818835,Ontario County,70,No website/contact:website/url tag recorded in OpenStreetMap at generation time
